[2022-10-16 13:47:33.491892] [0x0000a8b8] [info] Start launching threads
[2022-10-16 13:47:33.524348] [0x00002938] [info] Thread in process, please stand by
[2022-10-16 13:47:34.641872] [0x0000c014] [info] Thread has been released
[2022-10-16 13:47:34.643872] [0x0000c018] [info] Thread has been released
[2022-10-16 13:47:34.644874] [0x000035d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.649872] [0x00003364] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.653874] [0x00003f84] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.656873] [0x0000c020] [info] Thread has been released
[2022-10-16 13:47:34.660870] [0x000037c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.663872] [0x0000c024] [info] Thread has been released
[2022-10-16 13:47:34.667874] [0x00003918] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.673871] [0x0000c028] [info] Thread has been released
[2022-10-16 13:47:34.675872] [0x000001b0] [info] Thread has been released
[2022-10-16 13:47:34.677872] [0x0000c02c] [info] Thread has been released
[2022-10-16 13:47:34.678872] [0x0000c030] [info] Thread has been released
[2022-10-16 13:47:34.681871] [0x000046b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.682872] [0x0000c034] [info] Thread has been released
[2022-10-16 13:47:34.683873] [0x00004650] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.685872] [0x0000471c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.687872] [0x0000bec8] [info] Thread has been released
[2022-10-16 13:47:34.690871] [0x00008018] [info] Thread has been released
[2022-10-16 13:47:34.694871] [0x00004478] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.697873] [0x0000c040] [info] Thread has been released
[2022-10-16 13:47:34.698872] [0x0000c044] [info] Thread has been released
[2022-10-16 13:47:34.702871] [0x00003a34] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.705874] [0x00002ddc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.711872] [0x00002d14] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.713880] [0x00003eb0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.718959] [0x0000c04c] [info] Thread has been released
[2022-10-16 13:47:34.719872] [0x00003e94] [info] Thread has been released
[2022-10-16 13:47:34.721872] [0x0000c050] [info] Thread has been released
[2022-10-16 13:47:34.723872] [0x0000c054] [info] Thread has been released
[2022-10-16 13:47:34.728881] [0x00003c70] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.732870] [0x0000c05c] [info] Thread has been released
[2022-10-16 13:47:34.733871] [0x000080d0] [info] Thread has been released
[2022-10-16 13:47:34.735873] [0x00003734] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.735873] [0x0000c064] [info] Thread has been released
[2022-10-16 13:47:34.738872] [0x0000c068] [info] Thread has been released
[2022-10-16 13:47:34.741872] [0x0000448c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.741872] [0x0000c06c] [info] Thread has been released
[2022-10-16 13:47:34.743872] [0x00003890] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.748871] [0x0000c070] [info] Thread has been released
[2022-10-16 13:47:34.750872] [0x0000c074] [info] Thread has been released
[2022-10-16 13:47:34.752871] [0x0000c078] [info] Thread has been released
[2022-10-16 13:47:34.753871] [0x0000c07c] [info] Thread has been released
[2022-10-16 13:47:34.755875] [0x0000c080] [info] Thread has been released
[2022-10-16 13:47:34.757873] [0x0000c084] [info] Thread has been released
[2022-10-16 13:47:34.761871] [0x000039d8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.765871] [0x0000c088] [info] Thread has been released
[2022-10-16 13:47:34.767871] [0x00004034] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.773871] [0x0000c08c] [info] Thread has been released
[2022-10-16 13:47:34.774873] [0x0000c090] [info] Thread has been released
[2022-10-16 13:47:34.777871] [0x00007bfc] [info] Thread has been released
[2022-10-16 13:47:34.779871] [0x00002e1c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.781872] [0x0000c098] [info] Thread has been released
[2022-10-16 13:47:34.787873] [0x0000478c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.790873] [0x0000c09c] [info] Thread has been released
[2022-10-16 13:47:34.793876] [0x0000c0a0] [info] Thread has been released
[2022-10-16 13:47:34.795872] [0x0000c0a4] [info] Thread has been released
[2022-10-16 13:47:34.797873] [0x0000c0a8] [info] Thread has been released
[2022-10-16 13:47:34.802872] [0x00003d1c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.806872] [0x00009bb0] [info] Thread has been released
[2022-10-16 13:47:34.807873] [0x0000b72c] [info] Thread has been released
[2022-10-16 13:47:34.809871] [0x0000befc] [info] Thread has been released
[2022-10-16 13:47:34.811871] [0x0000c0b4] [info] Thread has been released
[2022-10-16 13:47:34.812872] [0x000043d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.812872] [0x0000c0b8] [info] Thread has been released
[2022-10-16 13:47:34.813871] [0x00002f54] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.818872] [0x0000c0bc] [info] Thread has been released
[2022-10-16 13:47:34.820871] [0x00003628] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.822872] [0x0000be4c] [info] Thread has been released
[2022-10-16 13:47:34.824874] [0x0000458c] [info] Thread has been released
[2022-10-16 13:47:34.826873] [0x0000c0c4] [info] Thread has been released
[2022-10-16 13:47:34.826873] [0x0000c0c8] [info] Thread has been released
[2022-10-16 13:47:34.829872] [0x0000479c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.833871] [0x0000c0cc] [info] Thread has been released
[2022-10-16 13:47:34.834870] [0x0000c0d0] [info] Thread has been released
[2022-10-16 13:47:34.838872] [0x00003184] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.841872] [0x0000c0d4] [info] Thread has been released
[2022-10-16 13:47:34.843872] [0x0000330c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.848870] [0x0000c0d8] [info] Thread has been released
[2022-10-16 13:47:34.851872] [0x000031e4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.856872] [0x0000c0dc] [info] Thread has been released
[2022-10-16 13:47:34.859873] [0x0000c0e0] [info] Thread has been released
[2022-10-16 13:47:34.859873] [0x000038d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.865870] [0x0000c0e4] [info] Thread has been released
[2022-10-16 13:47:34.867872] [0x0000c0e8] [info] Thread has been released
[2022-10-16 13:47:34.869872] [0x00000be4] [info] Thread has been released
[2022-10-16 13:47:34.870871] [0x0000bf24] [info] Thread has been released
[2022-10-16 13:47:34.871872] [0x0000c0f0] [info] Thread has been released
[2022-10-16 13:47:34.873872] [0x00003908] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.876875] [0x0000c0f4] [info] Thread has been released
[2022-10-16 13:47:34.883874] [0x00002be8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.885871] [0x0000c0f8] [info] Thread has been released
[2022-10-16 13:47:34.887875] [0x0000c0fc] [info] Thread has been released
[2022-10-16 13:47:34.888871] [0x0000c100] [info] Thread has been released
[2022-10-16 13:47:34.891872] [0x00004084] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.896872] [0x0000bf30] [info] Thread has been released
[2022-10-16 13:47:34.898872] [0x0000c10c] [info] Thread has been released
[2022-10-16 13:47:34.900873] [0x0000c110] [info] Thread has been released
[2022-10-16 13:47:34.901872] [0x0000c114] [info] Thread has been released
[2022-10-16 13:47:34.905873] [0x00003854] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.910871] [0x0000c118] [info] Thread has been released
[2022-10-16 13:47:34.912871] [0x0000c11c] [info] Thread has been released
[2022-10-16 13:47:34.912871] [0x0000c120] [info] Thread has been released
[2022-10-16 13:47:34.913872] [0x0000c124] [info] Thread has been released
[2022-10-16 13:47:34.916874] [0x0000c128] [info] Thread has been released
[2022-10-16 13:47:34.920873] [0x00003d4c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.924873] [0x0000c12c] [info] Thread has been released
[2022-10-16 13:47:34.927874] [0x0000c130] [info] Thread has been released
[2022-10-16 13:47:34.931874] [0x000037d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.934877] [0x0000c134] [info] Thread has been released
[2022-10-16 13:47:34.938874] [0x0000a02c] [info] Thread has been released
[2022-10-16 13:47:34.941874] [0x0000c138] [info] Thread has been released
[2022-10-16 13:47:34.943872] [0x00004508] [info] Thread has been released
[2022-10-16 13:47:34.945871] [0x0000c13c] [info] Thread has been released
[2022-10-16 13:47:34.946872] [0x0000c140] [info] Thread has been released
[2022-10-16 13:47:34.949871] [0x0000c144] [info] Thread has been released
[2022-10-16 13:47:34.951872] [0x00004450] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.954871] [0x0000c148] [info] Thread has been released
[2022-10-16 13:47:34.954871] [0x00004b58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.960874] [0x0000c14c] [info] Thread has been released
[2022-10-16 13:47:34.962873] [0x0000c150] [info] Thread has been released
[2022-10-16 13:47:34.963872] [0x0000c154] [info] Thread has been released
[2022-10-16 13:47:34.965870] [0x0000c158] [info] Thread has been released
[2022-10-16 13:47:34.969871] [0x00004e4c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.972872] [0x0000c15c] [info] Thread has been released
[2022-10-16 13:47:34.973872] [0x000048cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.975871] [0x0000c160] [info] Thread has been released
[2022-10-16 13:47:34.979871] [0x0000c164] [info] Thread has been released
[2022-10-16 13:47:34.982871] [0x00004618] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.983871] [0x0000c168] [info] Thread has been released
[2022-10-16 13:47:34.987873] [0x0000c16c] [info] Thread has been released
[2022-10-16 13:47:34.991872] [0x00004920] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:34.993871] [0x0000c170] [info] Thread has been released
[2022-10-16 13:47:34.996870] [0x00004498] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.003872] [0x0000c174] [info] Thread has been released
[2022-10-16 13:47:35.006872] [0x00003ff4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.010871] [0x00009f10] [info] Thread has been released
[2022-10-16 13:47:35.012873] [0x0000376c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.015871] [0x0000c17c] [info] Thread has been released
[2022-10-16 13:47:35.017872] [0x0000c180] [info] Thread has been released
[2022-10-16 13:47:35.019872] [0x0000c184] [info] Thread has been released
[2022-10-16 13:47:35.021871] [0x0000c188] [info] Thread has been released
[2022-10-16 13:47:35.024871] [0x0000c18c] [info] Thread has been released
[2022-10-16 13:47:35.027871] [0x00003da4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.030870] [0x0000c190] [info] Thread has been released
[2022-10-16 13:47:35.030870] [0x0000c194] [info] Thread has been released
[2022-10-16 13:47:35.032871] [0x0000c198] [info] Thread has been released
[2022-10-16 13:47:35.036874] [0x00004974] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.037871] [0x0000c19c] [info] Thread has been released
[2022-10-16 13:47:35.038871] [0x00004ab4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.039871] [0x0000c1a0] [info] Thread has been released
[2022-10-16 13:47:35.039871] [0x0000c1a4] [info] Thread has been released
[2022-10-16 13:47:35.041873] [0x0000c1a8] [info] Thread has been released
[2022-10-16 13:47:35.043871] [0x0000c1ac] [info] Thread has been released
[2022-10-16 13:47:35.046871] [0x0000c1b0] [info] Thread has been released
[2022-10-16 13:47:35.047873] [0x0000c1b4] [info] Thread has been released
[2022-10-16 13:47:35.049872] [0x000043a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.052871] [0x0000c1b8] [info] Thread has been released
[2022-10-16 13:47:35.055871] [0x0000c1bc] [info] Thread has been released
[2022-10-16 13:47:35.057871] [0x000045dc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.059871] [0x0000c1c0] [info] Thread has been released
[2022-10-16 13:47:35.062872] [0x0000c1c4] [info] Thread has been released
[2022-10-16 13:47:35.066873] [0x00004ccc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.072871] [0x0000b150] [info] Thread has been released
[2022-10-16 13:47:35.074871] [0x00000a08] [info] Thread has been released
[2022-10-16 13:47:35.075870] [0x0000c1cc] [info] Thread has been released
[2022-10-16 13:47:35.077870] [0x00004d68] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.080873] [0x0000bf90] [info] Thread has been released
[2022-10-16 13:47:35.084872] [0x0000c1d4] [info] Thread has been released
[2022-10-16 13:47:35.086874] [0x0000c1d8] [info] Thread has been released
[2022-10-16 13:47:35.088871] [0x0000c1dc] [info] Thread has been released
[2022-10-16 13:47:35.090872] [0x0000c1e0] [info] Thread has been released
[2022-10-16 13:47:35.092871] [0x0000c1e4] [info] Thread has been released
[2022-10-16 13:47:35.095872] [0x00004f30] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.098871] [0x0000c1e8] [info] Thread has been released
[2022-10-16 13:47:35.099870] [0x0000c1ec] [info] Thread has been released
[2022-10-16 13:47:35.101871] [0x00003a6c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.102875] [0x0000b4cc] [info] Thread has been released
[2022-10-16 13:47:35.104872] [0x0000c1f4] [info] Thread has been released
[2022-10-16 13:47:35.107871] [0x00004714] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.109871] [0x0000c1f8] [info] Thread has been released
[2022-10-16 13:47:35.111871] [0x0000c1fc] [info] Thread has been released
[2022-10-16 13:47:35.114873] [0x0000c200] [info] Thread has been released
[2022-10-16 13:47:35.115871] [0x0000c204] [info] Thread has been released
[2022-10-16 13:47:35.117871] [0x0000c208] [info] Thread has been released
[2022-10-16 13:47:35.121872] [0x00003534] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.125871] [0x0000c210] [info] Thread has been released
[2022-10-16 13:47:35.125871] [0x0000c21c] [info] Thread has been released
